city,lat,lng,population,capital
Vittoriosa,35.8881,14.5225,2629,admin
Sezana,45.7,13.85,6037,admin
Zarasai,55.7306,26.2472,6051,admin
Zagorje,46.1342,14.9942,6023,admin
Muramvya,-3.25,29.6,5458,admin
Marsa,35.8833,14.4947,4401,admin
Outapi,-17.5,14.9833,4606,admin
Ghaxaq,35.8483,14.5172,4722,admin
Echternach,49.8117,6.4217,5650,admin
Kupiskis,55.8333,24.9667,5907,admin
Crnomelj,45.5711,15.1889,5496,admin
Idrija,46.0025,14.0275,5886,admin
Prevalje,46.5469,14.9208,4620,admin
Ranillug,42.492,21.559,5800,admin
Lija,35.9014,14.4472,3070,admin
Balvi,57.1292,27.2667,5840,admin
Lorengau,-2.0208,147.2667,5806,admin
Hrastnik,46.1461,15.0814,4962,admin
Gospic,44.5469,15.3744,5695,admin
Sisimiut,66.9389,-53.6722,5539,admin
Wiltz,49.9689,5.9319,5427,admin
Cacheu,12.278,-16.165,5674,admin
Babak,39.1111,45.4114,5600,admin
Kerema,-7.927,145.838,5646,admin
Koboko,3.4136,30.9599,,admin
Partesh,42.4019,21.4336,5300,admin
Kazlu Ruda,54.7492,23.4865,5539,admin
Caazapa,-26.2,-56.38,5504,admin
Moletai,55.2333,25.4167,5497,admin
Thaba-Tseka,-29.522,28.6084,5423,admin
Qal`ah-ye Now,34.99,63.12,5340,admin
Kanifing,13.45,-16.6667,,admin
Triesen,47.1,9.5167,5230,admin
Xaghra,36.0503,14.2675,4886,admin
Ros Comain,53.6333,-8.1833,4860,admin
Kiambu,-1.1714,36.8356,,admin
Kalangala,-0.3089,32.225,5200,admin
Tarrafal,16.566,-24.3568,5237,admin
Wangdue Phodrang,27.4333,89.9167,5000,admin
Albina,5.5,-54.05,5247,admin
Soroti,1.6833,33.6167,1038,admin
Pembroke,35.9264,14.4808,3645,admin
Kekava,56.8266,24.23,5134,admin
Slovenske Konjice,46.3362,15.421,5157,admin
Grevenmacher,49.6747,6.4419,4981,admin
Pale,-1.4043,5.6322,5008,admin
Smiltene,57.4242,25.9064,5151,admin
Liquica,-8.5935,125.3273,5152,admin
Nadur,36.0381,14.295,4509,admin
Skuodas,56.2667,21.5333,5083,admin
Ilulissat,69.2167,-51.1,4670,admin
Vrapciste,41.8337,20.8851,4874,admin
Zalec,46.2516,15.1674,5000,admin
Punta Gorda,16.1,-88.8,5026,admin
Punakha,27.6167,89.8667,5000,admin
Samtse,26.8667,89.1,4981,admin
Gevgelija,41.1392,22.5025,4967,admin
Sakiai,54.9556,23.0444,4998,admin
Aibak,36.2534,68.0394,4938,admin
Mauren,47.2197,9.5428,4404,admin
Iklin,35.9042,14.4544,3130,admin
Sentjur,46.2225,15.3973,4940,admin
Bled,46.3667,14.1167,4929,admin
Nieuw Amsterdam,5.91,-55.07,4935,admin
Puerto Lempira,15.2653,-83.7744,4856,admin
Bolama,11.5776,-15.4742,4819,admin
Eschen,47.2,9.5167,4459,admin
Irig,45.1011,19.8583,4848,admin
Balzers,47.0667,9.5,4628,admin
Klaksvik,62.2375,-6.539,4664,admin
Kuala Belait,4.5828,114.1918,4259,admin
Hung Yen,20.6464,106.0511,,admin
Bururi,-3.9333,29.6167,4478,admin
Gambela,8.25,34.5833,,admin
Floriana,35.8933,14.5058,2205,admin
Coka,45.9389,20.1394,4707,admin
Radovis,41.6381,22.4644,4678,admin
Kalkara,35.8892,14.5294,3014,admin
Silale,55.4917,22.1778,4640,admin
Ordino,42.555,1.5331,4545,admin
Imqabba,35.8442,14.4669,3315,admin
Bueng Kan,18.3669,103.6552,4494,admin
Sevnica,46.0092,15.3039,4533,admin
Valka,57.7753,26.0214,4510,admin
Remich,49.5444,6.3667,3787,admin
Susa,39.7602,46.7504,4446,admin
Trakai,54.6333,24.9333,4430,admin
Black River,18.0256,-77.8508,4261,admin
Dravograd,46.59,15.018,3088,admin
Pakruojis,55.9809,23.8551,4352,admin
Joao Teves,15.0669,-23.5892,,admin
Ilirska Bistrica,45.5651,14.2493,4323,admin
Gudja,35.8483,14.5025,2997,admin
Cerknica,45.7964,14.3581,4018,admin
Marsaxlokk,35.8417,14.5447,3534,admin
Lasko,46.1563,15.2386,3288,admin
Ruse,46.5383,15.5153,4208,admin
Sempeter pri Gorici,45.9283,13.6378,3694,admin
Dingli,35.8603,14.3814,3608,admin
Bensonville,6.4456,-10.6097,4089,admin
Calheta de Sao Miguel,15.1875,-23.5917,4123,admin
Tunceli,39.1061,39.5481,4169,admin
Kirkop,35.8419,14.485,2191,admin
Gharghur,35.9241,14.4534,2768,admin
Canillo,42.5664,1.6009,4103,admin
Ziri,46.046,14.1083,3657,admin
Gornja Radgona,46.681,15.9883,3086,admin
Kaberamaido,1.7389,33.1594,3400,admin
Svencionys,55.1333,26.1556,4065,admin
Wabag,-5.4833,143.7,3958,admin
Xewkija,36.0331,14.2583,3300,admin
Agdam,39.9833,46.9167,3770,admin
Bugiri,0.5714,33.7417,,admin
Trebnje,45.9104,15.0086,3927,admin
Decan,42.5333,20.2833,3803,admin
Kardla,58.9944,22.75,3230,admin
Piran,45.5271,13.5685,3730,admin
Kalvarija,54.4147,23.2281,3766,admin
Janjanbureh,13.551,-14.767,3584,admin
Cankuzo,-3.2194,30.5528,3624,admin
Kudahuvadhoo,2.6717,72.8936,,admin
Moroto,2.5403,34.64,371,admin
Massenya,11.4028,16.17,3680,admin
Imgarr,35.9197,14.3664,3629,admin
Lazdijai,54.2319,23.517,3629,admin
Berovo,41.7078,22.8564,3619,admin
Ankaran,45.5793,13.7379,3224,admin
Krusevo,41.37,21.2483,3570,admin
Imtarfa,35.8908,14.3969,2572,admin
Louang Namtha,20.95,101.4167,3225,admin
Xai,20.7,101.8167,,admin
Sveti Nikole,41.865,21.9425,3468,admin
Tutin,42.9875,20.3256,,admin
Cantemir,46.2781,28.2008,3429,admin
Xghajra,35.8864,14.5472,1732,admin
Alibunar,45.0808,20.9658,3431,admin
Hoima,1.4356,31.3436,,admin
Ainaro,-8.9833,125.5,3085,admin
Kulhudhuffushi,6.6223,73.0702,,admin
Qrendi,35.8342,14.4589,2752,admin
Lenart v Slovenskih Goricah,46.5755,15.8306,3285,admin
Ulbroka,56.9408,24.2861,3102,admin
Mezica,46.5206,14.8536,3176,admin
Demir Kapija,41.4114,22.2422,3275,admin
Saulkrasti,57.2636,24.4164,3120,admin
Thinadhoo,0.5303,72.9967,,admin
Groningen,5.797,-55.481,3216,admin
Metlika,45.6472,15.3142,3229,admin
Qaqortoq,60.7167,-46.0333,3093,admin
Ghajnsielem,36.0269,14.2903,3200,admin
Balaka,-14.9889,34.9591,,admin
Banlung,13.7394,106.9873,,admin
Rietavas,55.725,21.9278,3149,admin
Sahbuz,39.4073,45.5733,3127,admin
Borovnica,45.918,14.3642,2674,admin
Porto Ingles,15.1375,-23.2083,3056,admin
Delcevo,41.9661,22.7747,3033,admin
Aasiaat,68.7097,-52.8694,3069,admin
Rumphi,-11.0153,33.7722,,admin
Safi,35.8333,14.485,2126,admin
Tallaght,53.2878,-6.3411,,admin
Lethem,3.3833,-59.8,3000,admin
Mabaruma,8.2,-59.7833,2972,admin
Mandalgovi,45.7667,106.2708,2984,admin
Lendava,46.5662,16.4499,2954,admin
Bogdanci,41.2031,22.5728,2951,admin
Vojnik,46.2931,15.3028,2475,admin
Wicklow,52.9779,-6.033,,admin
Thulusdhoo,4.3742,73.6517,,admin
Arima,10.6374,-61.2823,,admin
Fontana,36.0364,14.2422,985,admin
Ta Khmau,11.4833,104.95,,admin
Sao Domingos,15.025,-23.5625,2818,admin
Radlje ob Dravi,46.6149,15.2226,2856,admin
Kerewan,13.494,-16.095,2751,admin
Arandelovac,44.3042,20.5561,,admin
Rasdhoo,4.2631,72.9919,,admin
Dhihdhoo,6.8874,73.114,,admin
Barclayville,4.8,-8.1667,2733,admin
Triesenberg,47.1167,9.5333,2643,admin
Ar Rayyan,25.2919,51.4244,,admin
Negotino,41.4839,22.0892,2683,admin
Sannat,36.0244,14.2458,2117,admin
Qala,36.0353,14.3103,2284,admin
Bariadi,-2.8,33.9833,,admin
Cestos City,5.4697,-9.5817,2578,admin
Tofol,5.3258,163.0086,2591,admin
Ruggell,47.245,9.5332,2295,admin
Garoowe,8.4,48.4833,2568,admin
Wakiso,0.4044,32.4594,,admin
Kapchorwa,1.3965,34.4509,,admin
Ivanjica,43.5811,20.2297,,admin
Vevcani,41.2403,20.5931,2416,admin
Fuerte Olimpo,-21.0696,-57.9,2475,admin
Beltinci,46.606,16.2328,2430,admin
Kabarnet,0.4919,35.743,,admin
Nida,55.304,21.0053,2385,admin
Phu Ly,20.5453,105.9122,,admin
Birstonas,54.6056,24.0292,2331,admin
Vianden,49.935,6.2089,2161,admin
Bundibugyo,0.7085,30.0634,,admin
Yumbe,3.4651,31.2469,,admin
Lacin,39.6408,46.5469,2190,admin
Kercem,36.0406,14.2297,1938,admin
Capellen,49.6444,5.9897,1986,admin
Mukono,0.3533,32.7553,,admin
Sihanoukville,10.6333,103.5,,admin
Geita,-2.8714,32.2294,1536,admin
Naklo,46.2749,14.3176,1776,admin
Gradsko,41.5775,21.9428,2219,admin
Cidade Velha,14.9167,-23.6042,2148,admin
Priboj,43.5836,19.5258,,admin
Clonmel,52.355,-7.7039,,admin
Migori,-1.0634,34.4731,,admin
Phalombe,-15.8,35.65,,admin
Iten,0.6703,35.5081,,admin
Onverwacht,5.6,-55.2,2105,admin
Chiradzulu,-15.6746,35.1407,1580,admin
Same,-9,125.65,2100,admin
Jagodina,43.975,21.2564,,admin
Kerugoya,-0.4989,37.2803,,admin
Veymandoo,2.1878,73.095,,admin
Sofifi,0.7244,127.5806,2000,admin
Sentjernej,45.8389,15.3362,1441,admin
Vipava,45.8463,13.9622,2049,admin
Ambrolauri,42.5194,43.15,2047,admin
Radece,46.0659,15.1729,1993,admin
Valandovo,41.3169,22.5611,1992,admin
Buchanan,5.8811,-10.0447,,admin
Ormoz,46.4071,16.1505,1962,admin
Vuzenica,46.5992,15.1669,1522,admin
Munxar,36.0303,14.2353,1454,admin
Kriva Palanka,42.2017,22.3317,1967,admin
Viligili,0.7539,73.4353,,admin
Kratovo,42.0783,22.175,1925,admin
Kaabong,3.5204,34.12,1137,admin
Zabljak,43.1583,19.1303,1937,admin
Gamprin,47.2199,9.5099,1663,admin
Krivogastani,41.3358,21.3331,1870,admin
Zrnovci,41.8542,22.4442,1864,admin
Nyamira,-0.5633,34.9358,,admin
Sopiste,41.95,21.4333,690,admin
Trim,53.555,-6.7917,,admin
Gharb,36.0611,14.2092,1539,admin
Lyantonde,-0.4031,31.1572,,admin
Odranci,46.5833,16.2833,1632,admin
La Palma,8.3982,-78.1402,1845,admin
Hithadhoo,-0.6,73.0833,,admin
Kirakira,-10.4544,161.9205,,admin
Sabac,44.7558,19.6939,,admin
Auki,-8.7678,160.6978,,admin
Dar Naim,18.0973,-15.9327,,admin
Machinga,-14.9667,35.5167,1418,admin
Carrick on Shannon,53.9469,-8.09,,admin
Varaklani,56.6078,26.755,1730,admin
Aioun,16.6667,-9.6167,1423,admin
Vinh Yen,21.31,105.5967,,admin
Pehcevo,41.7592,22.8906,1687,admin
Totness,5.8904,-56.32,1685,admin
Ropazi,56.9718,24.6318,1661,admin
Mawlamyine,16.4847,97.6258,2,admin
Xuddur,4.12,43.8878,1639,admin
Plasnica,41.4667,21.1167,1584,admin
Smederevo,44.6633,20.9289,,admin
Fomboni,-12.2822,43.7419,,admin
Bududa,1.0112,34.3311,,admin
Arilje,43.7531,20.0956,,admin
Tearce,42.0775,21.0519,1475,admin
Vladicin Han,42.7,22.0667,,admin
Sotik Post,-0.7813,35.3416,,admin
Felidhoo,3.4718,73.547,,admin
Bovec,46.3378,13.5522,1586,admin
Nova Varos,43.4667,19.8203,,admin
Clervaux,50.0547,6.0314,1468,admin
Tullamore,53.2667,-7.5,,admin
Manafwa,0.9784,34.3743,,admin
Murang'a,-0.721,37.1526,,admin
Foammulah,-0.3,73.4256,,admin
Bu'aale,1.0833,42.5833,1490,admin
Mogila,41.1083,21.3786,1480,admin
Kursumlija,43.1408,21.2678,,admin
Aleksandrovac,43.4553,21.0514,,admin
Xekong,15.3503,106.7286,,admin
Castlebar,53.85,-9.3,,admin
Xocali,39.9131,46.7903,1397,admin
Nilandhoo,3.0567,72.89,,admin
Pakxan,18.3831,103.6669,,admin
Taro,-6.7111,156.3972,,admin
Schellenberg,47.2283,9.5395,1091,admin
Kurunegala,7.4833,80.3667,,admin
Vreed-en-Hoop,6.8,-58.1833,,admin
Santo Antonio,1.6806,7.4394,1300,admin
Gornji Milanovac,44.0212,20.456,,admin
Svrljig,43.4167,22.1167,,admin
Novo Selo,41.4128,22.88,1246,admin
Tam Ky,15.5667,108.4833,,admin
Novaci,41.0419,21.4561,1283,admin
Luwero,0.8492,32.4731,,admin
Radovljica,46.3444,14.1744,,admin
Rosoman,41.5161,21.9497,1247,admin
Lata,-10.738,165.8567,553,admin
Oranjestad,17.4833,-62.9833,1021,admin
Mullingar,53.5333,-7.35,,admin
Mayuge,0.4578,33.4806,,admin
`Amran,15.6594,43.9439,,admin
Ain Temouchent,35.3044,-1.14,,admin
Raska,43.2856,20.6092,,admin
Longford,53.727,-7.7998,,admin
Pirot,43.1519,22.585,,admin
Serravalle,43.9683,12.4811,,admin
Prokuplje,43.2339,21.5861,,admin
Brus,43.3836,21.0336,,admin
Surdulica,42.695,22.1672,,admin
Bosilovo,41.4406,22.7278,1069,admin
Trbovlje,46.155,15.0533,,admin
Ivancna Gorica,45.9383,14.8044,,admin
Nenagh,52.8619,-8.1967,,admin
Ub,44.45,20.0667,,admin
Lucani,43.8667,20.1333,,admin
Muli,2.9217,73.5811,,admin
Kobarid,46.2471,13.5796,1085,admin
Labuan,5.2803,115.2475,,admin
Andrijevica,42.7339,19.7919,1073,admin
Halba,34.5428,36.0797,,admin
Pozega,43.8459,20.0368,,admin
Neno,-15.3981,34.6534,,admin
Isale,-3.3444,29.4833,,admin
Smarje,46.2272,15.5192,,admin
Siaya,0.0607,34.2881,,admin
Dien Bien Phu,21.3924,103.016,,admin
Mahonda,-5.9897,39.2519,,admin
Store,46.2208,15.3139,,admin
Konce,41.4958,22.3825,966,admin
Kostanjevica na Krki,45.8463,15.4249,689,admin
Smederevska Palanka,44.3655,20.9587,,admin
Cerklje na Gorenjskem,46.2542,14.4886,,admin
Kasungu,-13.0364,33.4822,,admin
Rogaska Slatina,46.2375,15.6397,,admin
Chikwawa,-16.035,34.801,,admin
San Lawrenz,36.055,14.2042,748,admin
Sostanj,46.38,15.0486,,admin
Namutumba,0.8363,33.6858,,admin
Fonadhoo,1.8342,73.5031,,admin
Port Laoise,53.0309,-7.3008,,admin
Rumonge,-3.9736,29.4386,,admin
Babusnica,43.068,22.4115,,admin
Vlasotince,42.9667,22.1333,,admin
Ljubovija,44.1869,19.3728,,admin
Manadhoo,5.7669,73.4136,,admin
Lajkovac,44.3667,20.1667,,admin
Rostusa,41.61,20.6,872,admin
Scarborough,11.1811,-60.7333,,admin
An Cabhan,53.9908,-7.3606,,admin
Kosjeric,44,19.9167,,admin
Mionica,44.25,20.0833,,admin
Al Khawr,25.6839,51.5058,,admin
Kaliro,0.8949,33.5048,,admin
Bela Palanka,43.2178,22.3067,,admin
Asaba,6.1833,6.75,,admin
Eenhana,-17.4797,16.3333,,admin
Amudat,1.95,34.95,,admin
Ain Defla,36.2583,1.9583,,admin
Bukwo,1.3,34.75,,admin
Diego Martin,10.7167,-61.5667,,admin
Prebold,46.2369,15.0925,,admin
Selibaby,15.167,-12.1833,460,admin
Point Fortin,10.1741,-61.6841,,admin
Madaba,31.7167,35.8,,admin
Oblesevo,41.8839,22.332,673,admin
Tulagi,-9.1031,160.1506,,admin
Imdina,35.8858,14.4031,292,admin
Kapenguria,1.2389,35.1119,,admin
Sirvintos,55.047,24.942,744,admin
Kibiito,0.4772,30.1925,,admin
Rankovce,42.1719,22.1167,744,admin
Petrovec,41.9389,21.615,580,admin
Yenagoa,4.9267,6.2676,,admin
Varazdin,46.3,16.3333,,admin
Umm Salal `Ali,25.4697,51.3975,,admin
Lakatoro,-16.1069,167.4208,705,admin
Kibuku,1.0433,33.7975,,admin
Sremska Mitrovica,44.9661,19.6106,,admin
Hvalba,61.6,-6.9556,713,admin
Miklavz na Dravskem Polju,46.5058,15.6972,,admin
Qubadli,39.3439,46.5797,672,admin
Aranguez,10.6472,-61.4461,,admin
Maracha,3.2704,30.9553,,admin
Mozirje,46.3394,14.9633,,admin
Pozarevac,44.62,21.1897,,admin
Krupanj,44.3667,19.3667,,admin
Lai Chau,22.3991,103.4393,,admin
Karbinci,41.8167,22.2375,673,admin
Vasilevo,41.4758,22.6417,630,admin
Polzela,46.2833,15.0667,,admin
Bangar,4.7086,115.0739,626,admin
Knjazevac,43.5,22.4333,,admin
Dong Xoai,11.5349,106.8832,,admin
Picos,15.0833,-23.65,,admin
Zajecar,43.9042,22.2847,,admin
Paracin,43.8667,21.4167,,admin
The Bottom,17.6261,-63.2492,495,admin
Lebane,42.9167,21.7333,,admin
Dowa,-13.6532,33.9385,,admin
Cibitoke,-2.8869,29.1248,,admin
Buikwe,0.3375,33.0106,,admin
Kagadi,0.9378,30.8089,,admin
Borgo Maggiore,43.9408,12.4475,,admin
Da Lat,11.9359,108.4429,,admin
Binyin,1.4167,34.5333,,admin
Ghasri,36.0583,14.2278,525,admin
Raca,44.2333,20.9833,,admin
Mila,36.4481,6.2622,,admin
Bulambuli,1.1667,34.3833,,admin
Suong,11.9118,105.6582,,admin
Aileu,-8.7281,125.5664,,admin
Makedonski Brod,41.5133,21.2153,567,admin
Aleksinac,43.5383,21.7047,,admin
Vwawa,-9.1081,32.9347,,admin
Planken,47.1833,9.5333,478,admin
Al Buraymi,24.2558,55.8025,,admin
Medvode,46.1333,14.4333,,admin
Staro Nagoricane,42.2,21.83,555,admin
Osecina,44.3667,19.6,,admin
Demir Hisar,41.2208,21.2031,543,admin
Weno,7.45,151.85,,admin
Komenda,46.2038,14.5407,,admin
Jincheng,24.4167,118.3167,,admin
Brezovica,46.0333,14.4,,admin
Smartno,46.0444,14.8442,,admin
Moravce,46.1369,14.745,,admin
Despotovac,44.0833,21.4333,,admin
Cajetina,43.75,19.7167,,admin
Namayingo,0.2398,33.8849,,admin
Lozovo,41.7817,21.9025,521,admin
Apac,1.9845,32.534,,admin
Skofljica,45.9833,14.5767,,admin
Santa Cruz,14.1167,121.2833,,admin
Centar Zupa,41.4775,20.5578,466,admin
Domagnano,43.9492,12.4686,,admin
Ljig,44.2213,20.2375,,admin
Indija,45.0492,20.0792,,admin
Poljcane,46.3119,15.5792,,admin
Jegunovce,42.0731,21.1231,369,admin
Menges,46.1669,14.575,,admin
Butebo,1.1942,33.9222,,admin
Koani,-6.1333,39.2833,,admin
Tolmin,46.1864,13.7361,,admin
Varvarin,43.7167,21.3667,,admin
Skopun,61.9125,-6.8719,446,admin
Buala,-8.1448,159.5905,,admin
Ogujin,38.8028,125.5925,,admin
Samga-ri,38.878,125.5871,,admin
Gornji Petrovci,46.8053,16.2225,411,admin
Preddvor,46.3025,14.4231,,admin
Ash Shihaniyah,25.3722,51.2047,,admin
Kiryandongo,1.8763,32.0622,,admin
Nazarje,46.3176,14.9467,,admin
Kon Tum,14.3544,108.0075,,admin
Zrece,46.3833,15.3667,,admin
Acquaviva,43.9453,12.4183,,admin
Busesa,0.6263,33.6003,,admin
Butaleja,0.9166,33.9563,,admin
Dragomer,46.0167,14.3833,,admin
Dhuusamarreeb,5.5375,46.3875,447,admin
Miren,45.8956,13.6075,,admin
Brvenica,41.9672,20.9808,449,admin
Fada,17.1833,21.5833,448,admin
Belcista,41.3028,20.8303,437,admin
Radenci,46.6472,16.0442,,admin
Spodnji Duplek,46.5031,15.7453,,admin
Crna Trava,42.8101,22.299,434,admin
Mali Zvornik,44.3992,19.1214,,admin
Kanal,46.0886,13.6397,,admin
Hvannasund,62.2833,-6.5167,414,admin
Afega,-13.7973,-171.8531,,admin
Tisina,46.6556,16.0933,408,admin
Muta,46.6114,15.1661,,admin
Bukomansimbi,-0.1578,31.6042,,admin
Dogbo,6.8167,1.7833,,admin
Selnica ob Dravi,46.55,15.495,,admin
Fiorentino,43.9092,12.4581,,admin
Luuka Town,0.7008,33.3002,,admin
Spodnje Hoce,46.5,15.65,,admin
Sentrupert,45.9778,15.0956,,admin
Dolneni,41.4264,21.4536,375,admin
Abakaliki,6.3249,8.1137,,admin
Ljutomer,46.5208,16.1975,,admin
Namsan,38.3442,125.5972,,admin
Blace,43.2906,21.2847,,admin
Stari Trg,45.7128,14.4694,,admin
Ruma,45.0031,19.8289,,admin
Doljevac,43.1968,21.8334,,admin
Pombas,17.1503,-25.0201,,admin
Az Za`ayin,25.5669,51.4847,,admin
Batocina,44.15,21.0833,,admin
Mwatate,-3.505,38.3772,,admin
Colonia,9.5144,138.1292,,admin
Miragoane,18.4411,-73.0883,,admin
Ferizaj,42.3667,21.1667,,admin
Race,46.4519,15.6814,,admin
Sencur,46.2456,14.4197,,admin
Oplotnica,46.3878,15.4467,,admin
Debe,10.2,-61.45,,admin
Wote,-1.7808,37.6288,,admin
Serere,1.518,33.4589,,admin
Zombo,2.5135,30.9091,,admin
Nsiika,-0.3831,30.465,,admin
Akjoujt,19.747,-14.391,370,admin
Smartno,46.3333,15.0333,,admin
Negotin,44.2167,22.5167,,admin
Lifford,54.8356,-7.4779,,admin
Rubanda,-1.1883,29.8461,,admin
Ad Dali`,13.6957,44.7314,,admin
Kajiado,-1.85,36.7833,,admin
Ntara,0.0044,30.3658,,admin
Sakete,6.7362,2.6587,,admin
Mirna,45.9553,15.0619,,admin
Prizren,42.2128,20.7392,,admin
Isangel,-19.5417,169.2817,,admin
Bistrica ob Sotli,46.0569,15.6625,235,admin
Montegiardino,43.9092,12.4833,,admin
Dapaong,10.8623,0.2076,,admin
Toftir,62.0978,-6.7369,,admin
Kalungu,-0.1667,31.7569,,admin
Rukungiri,-0.8411,29.9419,,admin
Nelspruit,-25.4745,30.9703,,admin
Vitanje,46.3817,15.2958,,admin
Bushenyi,-0.5853,30.2114,,admin
Samraong,14.1817,103.5176,,admin
Koprivnica,46.15,16.8167,,admin
Gombe,0.1818,32.1158,,admin
Kanungu,-0.9575,29.7897,,admin
Bupoto,0.9061,34.3578,,admin
Cucer-Sandevo,42.0975,21.3877,274,admin
Veliko Gradiste,44.75,21.5167,,admin
Porkeri,61.4814,-6.7458,297,admin
Rogatec,46.2294,15.7003,,admin
Horjul,46.0236,14.2992,,admin
Santa Lucija,36.0431,14.2172,,admin
Dimitrovgrad,43.0167,22.7833,,admin
Al Jabin,14.704,43.599,,admin
Pivka,45.6794,14.1967,,admin
Rubirizi,-0.2989,30.1336,,admin
Velika Plana,44.3333,21.0833,,admin
Petrovac na Mlavi,44.3783,21.4194,,admin
Svilajnac,44.2167,21.2,,admin
Boljevac,43.8247,21.9519,,admin
Kyenjojo,0.6328,30.6214,,admin
Zelenikovo,41.8867,21.5869,272,admin
Kyegegwa,0.5022,31.0414,,admin
Kaedi,16.1503,-13.5037,,admin
Braslovce,46.2897,15.0389,,admin
Kole,2.4002,32.8003,,admin
Ibanda,-0.1539,30.5319,,admin
Narok,-1.0833,35.8667,,admin
Bulisa,2.1178,31.4116,,admin
Ouled Djellal,34.4167,5.0667,,admin
Waitangi,-43.951,-176.561,177,admin
Tivat,42.43,18.7,,admin
Kladovo,44.6039,22.6072,,admin
Dobrna,46.3375,15.2264,,admin
Pesnica,46.6069,15.6767,,admin
Gorisnica,46.4147,16.0139,,admin
Luce,46.3561,14.7467,,admin
Videm pri Ptuju,46.3686,15.9064,,admin
Mparo,-1.1647,30.0378,,admin
Stara Pazova,44.9833,20.1667,,admin
Kenge,-4.8296,16.8999,241,admin
Mitoma,-0.6842,30.07,,admin
Sid,45.1283,19.2264,,admin
Lovrenc na Pohorju,46.5406,15.3931,,admin
Logatec,45.9144,14.2258,,admin
Crna na Koroskem,46.4667,14.85,,admin
Bukedea,1.3169,34.0506,,admin
Amolatar,1.6378,32.8448,,admin
Ribnica,45.7386,14.7275,,admin
Ol Kalou,-0.2643,36.3788,,admin
Kasanda,0.5567,31.8022,,admin
Majsperk,46.3517,15.7336,,admin
Kasaali,-0.6167,31.55,,admin
Vransko,46.2439,14.9514,,admin
Sentilj,46.6817,15.6481,,admin
Bojnik,43.0142,21.718,,admin
Dokolo,1.9167,33.172,,admin
Zebbug,36.0722,14.2358,,admin
Kakumiro,0.7806,31.3236,,admin
Zelino,41.9794,21.0619,105,admin
Trzin,46.1333,14.5667,,admin
Sembabule,-0.0772,31.4567,,admin
Dobrovo,45.9964,13.5264,,admin
Rakai,-0.72,31.4839,,admin
Gllogovc,42.6167,20.9,,admin
Gjilan,42.4647,21.4669,,admin
Mitrovice,42.8833,20.8667,,admin
Heydarabad,39.7229,44.8485,,admin
Bogovinje,41.9233,20.9133,25,admin
Ig,45.9603,14.5289,,admin
Kinoni,-0.6583,30.4581,,admin
Sari,36.5633,53.0601,,admin
Obiliq,42.69,21.0778,,admin
Rahovec,42.3994,20.6547,,admin
Trzic,46.3667,14.3167,,admin
Koronadal,6.2541,124.9922,,admin
Kibingo,-0.626,30.4359,,admin
Recica,46.3167,14.9167,,admin
Omuthiya,-18.3592,16.5795,,admin
Dol,46.0886,14.6008,,admin
Guadalupe,0.3792,6.6375,,admin
Pailin,12.8489,102.6093,,admin
Vushtrri,42.8222,20.9694,,admin
Studenicani,41.9158,21.5306,59,admin
Leulumoega,-13.823,-171.9613,,admin
Lwengo,-0.4161,31.4081,,admin
Butalangu,0.7011,32.2481,,admin
Techiman,7.5905,-1.9395,,admin
Kara,9.5511,1.1861,,admin
Kanoni,0.1772,31.8811,,admin
Gia Nghia,12.0042,107.6907,,admin
Alebtong,2.2447,33.2547,,admin
Topola,44.2525,20.6761,,admin
Suai,-9.3129,125.2565,,admin
Gorenja Vas,46.1072,14.1481,,admin
Dornava,46.4367,15.9536,,admin
Pante Macassar,-9.2,124.3833,,admin
Kokopo,-4.35,152.2736,,admin
Zelezniki,46.2333,14.1667,,admin
Ramotswa,-24.8667,25.8167,,admin
Amuria,2.0036,33.6511,,admin
Abim,2.7017,33.6761,,admin
Ngora,1.4314,33.7772,,admin
Lukovica,46.1667,14.7,,admin
Kalaki,1.816,33.337,,admin
Lipjan,42.53,21.1386,,admin
Turnisce,46.6278,16.3203,,admin
Al `Aziziyah,32.5319,13.0175,,admin
Suhareke,42.38,20.8219,,admin
Cerkno,46.1256,13.9817,,admin
Smarjeske Toplice,45.862,15.2231,,admin
Chiesanuova,43.9061,12.4214,,admin
Saltangara,62.1156,-6.7206,,admin
Kamwenge,0.2111,30.4208,,admin
Mulifanua,-13.8318,-172.036,,admin
Ljubno,46.3456,14.835,,admin
Lospalos,-8.5167,127.0333,,admin
Bohinjska Bistrica,46.2769,13.955,,admin
Starse,46.4658,15.7672,,admin
Isingiro,-0.8686,30.8302,,admin
Ilinden,41.9945,21.58,,admin
Tabor,46.2361,15.0183,,admin
Rabak,13.188,32.7437,,admin
Kidricevo,46.4036,15.7911,,admin
Tsirang,27.0219,90.1229,,admin
Gjakove,42.3833,20.4333,,admin
Tutong,4.8067,114.6592,,admin
Divaca,45.6847,13.9703,,admin
Kwale,-4.1737,39.4521,,admin
Sveti Jurij,46.5695,16.0235,,admin
Santana,0.26,6.7414,,admin
Faetano,43.9261,12.4981,,admin
Pozega,45.3314,17.6744,,admin
Straza,45.78,15.0728,,admin
Sejong,36.6092,127.2919,,admin
Merosina,43.2833,21.7167,,admin
Princes Town,10.2667,-61.3833,,admin
Peje,42.6603,20.2917,,admin
Viti,42.3167,21.35,,admin
Temerin,45.4053,19.8869,,admin
